ASIN,Title,Current_Price,MRP,Discount,Availability,Affiliate_URL
B097BGVP2V,"Safari Pentagon Pro 8 Wheels Set of 2 (Cabin + Medium) Trolley Bags; Hard Case Polypropylene; 360º W",₹2849.0,₹19998.0,₹17149.00 (85.8% off),In stock,https://www.amazon.in/dp/B097BGVP2V?tag=akki22784-21&linkCode=ogi&th=1&psc=1
